ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual,LTA,2003_annual_anomaly,2004_annual_anomaly,2005_annual_anomaly,2006_annual_anomaly,2007_annual_anomaly,2008_annual_anomaly,2009_annual_anomaly,2010_annual_anomaly,2011_annual_anomaly,2012_annual_anomaly,2013_annual_anomaly,2014_annual_anomaly,2015_annual_anomaly,2016_annual_anomaly,2017_annual_anomaly,2018_annual_anomaly,2019_annual_anomaly,2020_annual_anomaly,2021_annual_anomaly,2022_annual_anomaly,2023_annual_anomaly
0,TUR,Turkey,30167740.94,28148938.81,27702400.94,29267465.08,28483637.800000004,31549412.700000003,27555636.37,28342860.79,28232937.570000008,28087417.859999992,28712334.0,30975478.27,29069002.56,28616078.90000001,28029917.74,30258784.03,29034543.960000005,28726748.62,27924796.68,27068811.76,22823739.33,28797747.269,4.757294583506403,-2.252983377274192,-3.8035833802149885,1.6310922052768881,-1.090743196215654,9.555141259129304,-4.313222445483085,-1.579590496266613,-1.9612982005991695,-2.466614497185548,-0.29659705046424356,7.562157486340146,0.9419323270886414,-0.6308422922912191,-2.66628330968982,5.0734411527139365,0.822275050850622,-0.2465423713070374,-3.031315543003287,-6.003717904911097,-20.74470576881151
