ID,adm1_src,adm1_name,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual,LTA,2003_annual_anomaly,2004_annual_anomaly,2005_annual_anomaly,2006_annual_anomaly,2007_annual_anomaly,2008_annual_anomaly,2009_annual_anomaly,2010_annual_anomaly,2011_annual_anomaly,2012_annual_anomaly,2013_annual_anomaly,2014_annual_anomaly,2015_annual_anomaly,2016_annual_anomaly,2017_annual_anomaly,2018_annual_anomaly,2019_annual_anomaly,2020_annual_anomaly,2021_annual_anomaly,2022_annual_anomaly,2023_annual_anomaly
20,TR021,Diyarbakir,TUR,Turkey,1056847.57,1091946.0500000005,1087084.45,1063816.72,1076808.22,1161240.66,1042211.18,1214936.7799999998,1150195.13,1076135.52,1072649.1800000002,336871.52,1003942.81,1051914.5599999998,980878.68,1169360.73,1066523.2400000002,1038868.07,1099211.6700000002,1071158.97,839371.21,1045630.0855,1.0727966472613533,4.4294789469311295,3.9645344060827434,1.7392990840832043,2.981755683233918,11.056546297127356,-0.32697084250068603,16.19183465049598,10.000194710350064,2.917421268097203,2.584001251941801,-67.78291628449897,-3.9868091094630222,0.6010227313796795,-6.1925729182741645,11.833118252410875,1.9981401443713698,-0.6466928977819753,5.124334623020955,2.4414833557311533,-19.725797713765196
21,TR022,Edirne,TUR,Turkey,609255.31,503667.51,528462.52,562352.2999999999,531950.6799999999,578797.0000000001,521587.6,502212.54,537120.0099999999,544657.56,576080.3200000001,576438.5599999999,542728.96,552738.88,539377.38,545696.37,557946.5399999999,552556.84,575349.43,544784.24,522367.0,549188.0274999999,10.93747122883159,-8.28869443990198,-3.7738454704385993,2.3970428779968413,-3.138696882826696,5.391408956015574,-5.025679023929538,-8.553625561329245,-2.1974290945372004,-0.8249392326746955,4.896736846653166,4.961967693296099,-1.1761122195985763,0.6465640768179628,-1.7863913648408603,-0.6357854368920773,1.5948112597920887,0.6134169594584101,4.763651279706786,-0.8018724515985305,-4.883760416645256
22,TR023,Elazig,TUR,Turkey,242947.31,237958.43,245953.05,233436.78,217451.03000000003,257319.53000000003,226100.29,240774.25999999995,228057.10000000003,221073.53000000003,224266.64,295752.67000000004,217837.25,237898.56,230896.34000000003,257977.6,244942.76,232495.62,211733.61,207011.39,184834.53,235594.18750000006,3.12109673758396,1.003523272406682,4.396909197940178,-0.9157303594342959,-7.701020849676109,9.221510399105226,-4.029767287870822,2.1987267831044823,-3.199182280335342,-6.163419248193476,-4.8080759632493235,25.53479062381366,-7.537086414748689,0.978110930686666,-1.9940421917242892,9.500833928680835,3.968082828868581,-1.3152138993242615,-10.127829448254138,-12.132216759379956,-21.54537768466807
23,TR024,Erzincan,TUR,Turkey,123917.59,126666.08,131893.4,124609.81,120342.83,137912.7,127362.19,131875.89,136018.49,125663.03,141415.89,111359.54,151707.15,105498.53,103709.45,129231.22000000002,126657.62,127142.83,133318.55,122126.33,88726.31999999999,126921.45599999998,-2.3667125281008285,-0.20120790294115032,3.917339240104541,-1.8213201083983621,-5.183226073296839,8.659878594522299,0.34724940438756546,3.9035433063421823,7.167451656085647,-0.9914998138691208,11.42000293472842,-12.2610601000354,19.52837194051731,-16.878884528396824,-18.28848071203972,1.8198373015828309,-0.2078734426116111,0.17441810626567766,5.040199034590348,-3.7780263094365822,-30.093521776176274
24,TR025,Erzurum,TUR,Turkey,372585.64,369633.04,375457.79,410895.69,406720.13,405401.98,366760.16,413946.81000000006,376932.28,421713.66,398948.35,474763.64,495534.7400000001,424046.14,391203.8,402118.8000000001,381917.9900000001,377636.02,398523.47,352421.55999999994,271270.63,400858.0845,-7.052980990832427,-7.789550892792339,-6.336480535669481,2.504029702312267,1.4623742732572997,1.1335421875469207,-8.506233457292296,3.2651768808220356,-5.9686471160593415,5.202732913822517,-0.4764116214300826,18.436837962787806,23.618497209079017,5.784604675972306,-2.4084045883824525,0.31450419705832516,-4.7248877426594325,-5.793088725892961,-0.5824042448618808,-12.083210086785728,-32.32751427768697
25,TR026,Eskisehir,TUR,Turkey,902931.23,728849.5700000001,709164.4700000001,719357.6399999999,708088.89,957887.2899999998,687093.67,688277.62,739090.11,722545.03,762325.57,928301.08,677788.7799999999,802372.2,724699.79,827335.6699999998,727095.99,763251.8500000001,681342.88,681441.6599999999,609067.52,756962.0495,19.283553329578123,-3.7138558688073178,-6.314395752280033,-4.967806447475022,-6.456487419981277,26.543634602648574,-9.230103351436236,-9.0736952460653,-2.361008654503224,-4.546729855576457,0.7085587056237203,22.635088590395707,-10.45934463323449,5.998999623560388,-4.262070934904898,9.296849233919204,-3.9455160955199213,0.8309267953597889,-9.989823076328474,-9.976773544972819,-19.537905446870088
26,TR027,Gaziantep,TUR,Turkey,486127.7,501147.81,389058.81000000006,551703.75,514753.86,522282.67,491494.88,528683.61,551492.13,473370.8499999999,508580.75,205304.04000000004,575494.19,354218.47000000003,568235.09,493117.77,580148.26,426337.0,564738.89,486315.95000000007,405859.82,488630.3239999999,-0.5121712421597262,2.561749728819551,-20.377677992821393,12.90820951996424,5.346278099596636,6.88707686508627,0.5862419623388129,8.197052870586903,12.864900705589468,-3.122907697394562,4.082928344823744,-57.98377015995428,17.777010908557543,-27.50788221649541,16.2914092904312,0.9183723931141273,18.729483518505518,-12.74855876525582,15.575899051242697,-0.47364518457512605,-16.93928926113884
27,TR028,Giresun,TUR,Turkey,18520.73,21371.4,14219.15,23606.85,24928.480000000003,25131.74,15690.88,18894.77,18137.21,21721.93,18163.02,18788.79,25188.77,8156.31,19906.21,14564.81,10303.37,8066.98,19687.58,14089.6,15954.169999999998,17956.928999999996,3.1397406538724035,19.014782538818334,-20.815246304086838,31.46373747983301,38.82373762239639,39.95566836623348,-12.619357129495793,5.222724887980591,1.0039634282677328,20.96684238156761,1.1476962458335946,4.632534883888022,40.27326164735632,-54.57848054085416,10.855313845702698,-18.89030691161054,-42.62175898785364,-55.07594867697031,9.637789401517406,-21.536694832395877,-11.153126461657216
28,TR029,Gumushane,TUR,Turkey,29810.04,43711.68000000001,47093.51,51878.65,55117.5,57699.26,20697.96,38570.04,49923.35999999999,39902.18,27683.03,48043.67,43967.19,35640.15,36582.8,45732.78,47826.71000000001,47287.72,51279.67999999999,32670.52,29525.18,42555.9215,-29.950900017521644,2.7158582384357746,10.662648910093523,21.907006525519616,29.517815752150977,35.58456253849422,-51.362914324390786,-9.366220632773741,17.312369795587664,-6.235892459760263,-34.949052859776515,12.895381668565213,3.316268218983357,-16.251020436721117,-14.035935046078121,7.465138547170228,12.385558376405996,11.119013131932778,20.499517323341234,-23.229203249658212,-30.620278073405128
29,TR030,Hakkari,TUR,Turkey,39538.98,38388.4,32201.89,39800.28,41387.03,42922.77,35392.68,38705.06,38943.05,42514.59,39423.21,33000.090000000004,34704.869999999995,32395.91,33124.600000000006,32641.77,35872.119999999995,32669.85,38470.79,35478.82,19975.92,36878.838,7.213193647804195,4.093301421264949,-12.681928861207622,7.921730071863966,12.224333098564534,16.38861831818018,-4.029839551886106,4.951951034899728,5.597280478305741,15.281804703282658,6.89927377863694,-10.517543963830962,-5.894892892232688,-12.15582768632787,-10.179924866396272,-11.489158091152445,-2.7297985907256836,-11.413016863492295,4.316708677209399,-3.7962638627605445,-45.83365126634414
30,TR031,Hatay,TUR,Turkey,184393.37,172393.54,167148.12,309163.24,165809.04,153460.96,145232.69000000003,278087.12000000005,187308.66,282247.93,175314.18,156346.72,272187.67000000004,181201.54,176148.71000000002,272535.06,197522.87,186429.03,288187.89,286041.66,214559.46,211858.0,-12.963697382208842,-18.62778842432195,-21.103701535934448,45.929462186936526,-21.73576640957622,-27.56423642250942,-31.448097310462654,31.26108997536088,-11.587638890200038,33.22505168556297,-17.249204655948798,-26.20211651200332,28.47646536831276,-14.470286701469847,-16.85529458410821,28.64043840685742,-6.766385975511902,-12.002836805785007,36.028797590839154,35.01574639617101,1.2751276798610351
31,TR032,Isparta,TUR,Turkey,171987.45,163506.40999999997,163709.68,169877.66,154937.97,178655.16999999998,164993.51,157675.2,160366.83000000002,168278.92,173013.17,197095.73,156539.94,168819.22000000003,165651.1,169775.4,170783.15,168189.6,151624.18000000002,149496.66,120328.27,166248.8475,3.4518149065665,-1.6495979017238174,-1.5273293849450658,2.1827594925131737,-6.8035825030305865,7.46250135658834,-0.7550954601354419,-5.157116953848352,-3.5380801662399417,1.2211047057033038,4.06879361975728,18.55464441640716,-5.839984845609231,1.5460994398773362,-0.3595498609396361,2.121249291668016,2.7274189073701645,1.1673780174626487,-8.796853463901446,-10.076573613540388,-27.62159148201012
32,TR033,Mersin,TUR,Turkey,133325.13,161193.39,141905.59000000003,145358.5,122712.39,135211.71,149154.74,129877.25,142864.78,149847.51,144965.59,132194.25,142656.63000000003,138235.51,134161.2,154509.3,152213.3,155122.88999999998,150787.22,132621.02,107813.16,142445.89500000002,-6.4029679479356085,13.161133916846108,-0.3793054197876274,2.0447096773129063,-13.853333576232588,-5.07854929761228,4.709749621075407,-8.823451879747056,0.2940660381964536,5.196088662295245,1.7688786328310673,-7.196869379773996,0.14794038115314948,-2.9557784027402185,-5.816029307127458,8.468762823947976,6.856922763551711,8.89951584775396,5.855784752519531,-6.897267906526914,-24.31290491031701
33,TR034,Istanbul,TUR,Turkey,128285.71,93761.62,96781.72000000002,115465.48,104916.52,112627.48,108284.69,100699.96,104895.65,108826.21,109610.53,106954.04,100928.65,113791.17,104401.69,104432.23,107697.0,106353.72,99509.19,106990.64,97521.18,106760.69499999999,20.16192850749053,-12.175899566783448,-9.347049492324846,8.153548457135845,-1.7273913400432515,5.495266773975201,1.4274869604398979,-5.676934755810635,-1.746939732829576,1.9347148311464384,2.669367223583554,0.1811012938797384,-5.4627267085513065,6.585265298244833,-2.2096193734969507,-2.1810133401623104,0.877012836980883,-0.3812030260762084,-6.7922984203128225,0.21538357351458512,-8.6544163092981
34,TR035,Izmir,TUR,Turkey,354864.96,289617.23,339847.73000000004,352942.4,343006.72000000003,346630.04,361023.85,306490.5800000001,294663.15,274467.61000000004,344641.95,331005.68,342728.09,302455.44,252925.37,383135.4,301738.50999999995,309342.47,290132.81,310367.26,330766.68,321601.3625,10.34311460667398,-9.945272697655318,5.673597698144096,9.745306194093017,6.655866546585306,7.782516002244858,12.258184229552196,-4.6986064929995175,-8.376274369795297,-14.655955476556773,7.164331432209037,2.924215689540185,6.569228232047691,-5.953308888733327,-21.354384809237242,19.133637065981034,-6.176233939307405,-3.811828533531172,-9.784956212677734,-3.4931762765774907,2.849900083989851
35,TR036,Kars,TUR,Turkey,394005.53,358515.59,431867.06000000006,410645.13,388133.92,363796.59,360144.87,362554.52,292135.25,425119.23,383989.38,468135.6,452918.62,390591.67,377672.27,388295.53,372064.84,378345.53,425967.9200000001,358753.04,242536.61,389182.6045,1.239244879969966,-7.8798523226389445,10.967719267627245,5.514769995327473,-0.2694582152116802,-6.522905753358252,-7.4612107952014135,-6.842054139138687,-24.93620048220835,9.233872502130286,-1.3343927606096306,20.2868767994999,16.376892174274964,0.36205767773466035,-2.957566542520016,-0.22793272097545353,-4.398388905894685,-2.7845731989801688,9.45194237220849,-7.818839832035719,-37.68051110311125
36,TR037,Kastamonu,TUR,Turkey,197365.31,180619.07,169332.40000000002,188034.23,115200.63,219810.88,123913.23,146214.51,149466.35,127482.18,180364.85,185993.79,129873.39,139092.29,162256.81,145135.56,138804.85,141411.09000000003,151105.62,150932.61000000002,97829.81,157120.4825,25.613991797663928,14.955776055486586,7.772326882970214,19.675186206228712,-26.680068590038857,39.899570382238345,-21.134897227673683,-6.941152627888602,-4.871505215750598,-18.863423805995517,14.793976654189558,18.376539481413566,-17.341528021338664,-11.474119868490096,3.2690375043877458,-7.627854948828848,-11.657062280215442,-9.998309736606101,-3.82818484534632,-3.9382977964060144,-37.73580093225593
37,TR038,Kayseri,TUR,Turkey,833717.4299999999,852147.24,834763.78,901211.6,1087299.89,1019427.14,784421.79,902196.87,829336.44,867333.0,968364.6,862952.8200000001,967507.6,868875.8799999999,806062.9800000001,908730.37,893880.9,807420.8499999999,827399.63,828962.13,645159.7100000001,882600.6469999999,-5.538543073377098,-3.4504174796962155,-5.4199900218291885,2.1086493719735624,23.19273656730053,15.502650430302728,-11.123814301939873,2.2202819663240194,-6.0349159250049755,-1.729847700870752,9.717186735758206,-2.2261287782627037,9.620087328125436,-1.5550370427045466,-8.67183445425231,2.9605374853073405,1.2780698766018628,-8.517985711379161,-6.254359453239772,-6.077325819136849,-26.90242045562423
