ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
0,TUR,Turkey,31444292.879999995,28263201.560000002,31566251.01,35358861.120000005,31569472.349999998,35213949.35,29037019.29,29000525.680000007,27060580.470000003,30385215.95,26791415.520000003,34463518.78,29302085.429999996,29099618.609999996,28977259.95,28500676.330000002,27498001.54,27909866.460000005,28382826.349999998,27606937.19,28357730.97
