ID,adm2_src,adm2_name,adm1_src,adm1_name,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual,LTA,2003_annual_anomaly,2004_annual_anomaly,2005_annual_anomaly,2006_annual_anomaly,2007_annual_anomaly,2008_annual_anomaly,2009_annual_anomaly,2010_annual_anomaly,2011_annual_anomaly,2012_annual_anomaly,2013_annual_anomaly,2014_annual_anomaly,2015_annual_anomaly,2016_annual_anomaly,2017_annual_anomaly,2018_annual_anomaly,2019_annual_anomaly,2020_annual_anomaly,2021_annual_anomaly,2022_annual_anomaly,2023_annual_anomaly
0,TR001001,Aladag,TR001,Adana,TUR,Turkey,8534.6,6903.4800000000005,7472.76,8475.48,7709.81,7960.789999999999,7649.94,8145.140000000001,8472.01,8329.37,7685.679999999999,7326.84,7907.77,8028.509999999999,8278.35,8175.870000000001,7247.75,7348.639999999999,6865.280000000001,6908.9800000000005,7212.35,7771.352499999999,9.821295585292281,-11.167586337127272,-3.842220514382778,9.060552844565995,-0.7919149208583532,2.4376387507837283,-1.5623084913468983,4.809812706346833,9.01590167219929,7.180442529147942,-1.102414283742755,-5.719885952927743,1.7553894254571698,3.309044339450569,6.52392874985405,5.205239371139088,-6.737598120790417,-5.439368501171446,-11.659135266351623,-11.096813585537378,-7.193117285569002
1,TR001002,Ceyhan,TR001,Adana,TUR,Turkey,121800.46,117358.27,129864.81,106851.78,100350.91,95859.74,112729.93,125357.72,129542.17,112478.01,125667.8,110235.25,123869.33000000002,113534.25,128528.29000000002,132803.11,133984.79,128203.64,133587.65,130374.74,125676.61,120649.13250000002,0.9542774789532653,-2.7276304701154954,7.638411739098061,-11.435931791718453,-16.82417608763164,-20.546681096111495,-6.563828795039224,3.902711443035016,7.370991664610581,-6.772632617147102,4.1597211650071175,-8.631543620920787,2.6690598044706157,-5.897168386187957,6.530637507899197,10.073820878902682,11.053256019060049,6.261551445469346,10.72408664024167,8.061067078124232,4.167023331062889
2,TR001003,Cukurova,TR001,Adana,TUR,Turkey,9939.12,9414.04,9497.74,4185.4,5681.750000000001,4993.04,7135.720000000001,10580.89,10814.02,9680.14,11275.33,7429.559999999999,9950.17,10039.19,7926.0,12641.780000000002,10431.93,9203.08,11743.17,12111.759999999998,10745.37,9233.6915,7.6397235060322295,1.9531570878234348,2.8596201205119205,-54.672516403650704,-38.46718833957144,-45.925852082019425,-22.720831641386326,14.59003151664747,17.11480722525763,4.834994758055308,22.110750613663008,-19.538572411694737,7.7593939541948,8.723472080478318,-14.162174467275637,36.909274042781284,12.976808895987043,-0.33151963112478783,27.17741328048483,31.169207894805638,16.371334259976088
3,TR001004,Feke,TR001,Adana,TUR,Turkey,2108.7000000000003,1814.71,1864.39,1801.23,2017.86,1608.88,1856.58,2094.42,2157.27,2474.69,2011.2,1894.17,1182.3,1971.57,1729.56,2077.94,963.5800000000002,1374.37,1585.87,1627.98,1701.79,1810.8635000000002,16.447208748754395,0.21241247614742237,2.9558550382179516,-0.5319837745915216,11.430817397335566,-11.153988138807813,2.524569079889222,15.65863467898049,19.12935458691391,36.658008734507035,11.063037053869596,4.600374351794042,-34.71070569372016,8.874578343425652,-4.489764137385297,14.748571606860478,-46.788921417876054,-24.104163566166097,-12.424652658800635,-10.099242709348337,-6.023286680636072
4,TR001005,Imamoglu,TR001,Adana,TUR,Turkey,36134.98,37971.68,39324.52,27530.73,20570.71,33642.670000000006,42259.280000000006,37418.33,38459.45,28866.480000000003,38433.54,29197.36,31743.08,41178.33,32662.050000000003,40462.16,39452.91,29792.97,30815.94,35908.810000000005,38947.33,34591.299,4.462628015212739,9.772344773753657,13.68327046636785,-20.411401722728016,-40.53212630147252,-2.7423919523808387,22.167369314462597,8.172665039263205,11.182439260231302,-16.549881517892683,11.107536030953916,-15.593340394646638,-8.23391743686757,19.042450530695604,-5.577266699351176,16.97207439362137,14.054433168294732,-13.871491209393433,-10.914186830624663,3.808793072500706,12.592851745752604
5,TR001006,Karaisali,TR001,Adana,TUR,Turkey,27695.120000000003,33519.16,41352.170000000006,27954.23,40423.37,31729.9,33292.48,35271.14,31380.99,28975.01,31993.8,26164.39,30825.81,32954.58,32714.84,32345.320000000007,32934.2,28495.39,30903.47,31139.6,30313.110000000004,32103.248499999998,-13.731097960382407,4.4104929132016215,28.809924017502492,-12.923983378193016,25.916758860088585,-1.1629617482479895,3.704396145455515,9.867822254810138,-2.249798801513798,-9.744305159647627,-0.3409265576348095,-18.49924471039122,-3.979156501872378,2.651854686917444,1.9050766778321588,0.7540405139997254,2.5883720147510907,-11.238297270757503,-3.7372495185339165,-3.0017164773838987,-5.576191144643801
6,TR001007,Karatas,TR001,Adana,TUR,Turkey,58957.1,57452.94,53869.57,53822.810000000005,54350.39000000001,54522.64000000001,51481.67,56297.71000000001,59602.98,54862.13,55891.27,54269.130000000005,52816.030000000006,58884.09,52096.62,63202.130000000005,62123.22,58085.6,75457.37999999999,53478.87,40689.11,57076.214,3.2953937694606,0.6600402752712407,-5.6181792296174375,-5.70010477569517,-4.775761756026763,-4.473972292556043,-9.801883495636206,-1.3639727400279098,4.427003514984374,-3.8791711026943774,-2.076073230785776,-4.918132796965116,-7.464026958760779,3.1674770859889136,-8.724464450287465,10.732870263609295,8.842573195201773,1.7684880079817462,32.20459927492737,-6.30270255837221,-28.710916249630714
7,TR001008,Kozan,TR001,Adana,TUR,Turkey,45955.560000000005,43029.33,40741.030000000006,40811.04,39091.05,28470.83,53277.56,44194.26,54424.69,52438.850000000006,45505.99,40344.56,45898.64,50620.07000000001,46059.6,49175.94,58988.66,50230.89,57459.88999999999,50977.9,47708.47,46884.817,-1.9819998444272433,-8.223316729592868,-13.10400123775677,-12.954677843788964,-16.623221543127702,-39.27494694071217,13.634996165176446,-5.738653091042247,16.081694421458444,11.846122807731131,-2.94088169310761,-13.949626805624526,-2.1034037522211153,7.966871236801467,-1.7600943179537292,4.886705647160785,25.816125079468687,7.136794412570698,22.55543196425399,8.730082064733233,1.7567584832420233
8,TR001009,Pozanti,TR001,Adana,TUR,Turkey,492.08,443.2000000000001,517.82,594.31,436.11,579.75,723.51,277.70000000000005,611.06,352.56,584.39,227.53,387.37,703.02,297.27,431.74,330.16,385.95,313.84000000000003,472.3,310.27,458.0835,7.421463554133682,-3.2490801349535428,13.040526454238154,29.738355561813496,-4.796832891819941,26.559895739532198,57.94282046832072,-39.37786451596706,33.394894162308816,-23.03586573190259,27.57281150707239,-50.330016252495454,-15.436814467231413,53.46983683105808,-35.105717625716714,-5.750807440128275,-27.925803920027676,-15.74680162022863,-31.488473171375958,3.1034734933696577,-32.267807070108404
9,TR001010,Saimbeyli,TR001,Adana,TUR,Turkey,5965.32,5017.849999999999,4824.150000000001,227.62,1914.01,5598.49,3447.08,2739.68,5961.9800000000005,2925.24,4166.650000000001,5306.159999999999,357.46,6301.83,141.67,5126.1,583.91,1572.51,3444.61,4075.21,4244.7300000000005,3484.8765000000008,71.17737170886826,43.9893207119391,38.43101756977613,-93.468348160975,-45.076676318371696,60.65103024454378,-1.0845864982590008,-21.383727658641583,71.08152900109944,-16.059005247388274,19.563777941628622,52.26249768105119,-89.74253463501505,80.83366799368639,-95.93471963784083,47.09560008798014,-83.24445643913063,-54.87616275641333,-1.1554641893335569,16.939868600795442,21.804316451386427
