ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
0,TUR,Turkey,10.18729645751661,10.264664557607102,10.44918842355101,10.652804117668476,10.879411045638383,10.78651027591763,10.685123269757485,12.499001133956055,9.94575947990352,11.013809852408174,11.073375424757872,11.852486657854335,11.172462085948508,11.341197015218105,11.168300145810216,12.450036444117515,11.69943281874633,11.894408269124854,11.672979872266056,11.281686763311702,13.074893471927343
