ID,adm2_src,adm2_name,adm1_src,adm1_name,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
0,TR001001,Aladag,TR001,Adana,TUR,Turkey,8534.6,6903.4800000000005,7472.76,8475.48,7709.81,7960.789999999999,7649.9400000000005,8145.140000000001,8472.01,8329.37,7685.679999999999,7326.84,7907.77,8028.509999999999,8278.35,8175.870000000001,7247.75,7348.639999999999,6865.280000000001,6908.9800000000005,7212.35
1,TR001002,Ceyhan,TR001,Adana,TUR,Turkey,121800.45999999999,117358.27,129864.81,106851.78,100350.90999999999,95859.74,112729.93,125357.72,129542.17000000001,112478.01000000001,125667.8,110235.25000000001,123869.33000000002,113534.24999999999,128528.29000000002,132803.11,133984.79,128203.64,133587.65,130374.74,125676.61
2,TR001003,Cukurova,TR001,Adana,TUR,Turkey,9939.119999999999,9414.04,9497.74,4185.4,5681.750000000001,4993.04,7135.720000000001,10580.890000000001,10814.02,9680.140000000001,11275.33,7429.5599999999995,9950.17,10039.19,7926.0,12641.780000000002,10431.93,9203.08,11743.17,12111.759999999998,10745.369999999999
3,TR001004,Feke,TR001,Adana,TUR,Turkey,2108.7000000000003,1814.7099999999998,1864.3899999999999,1801.23,2017.8600000000001,1608.88,1856.5799999999997,2094.4199999999996,2157.27,2474.69,2011.1999999999998,1894.1699999999998,1182.3,1971.5700000000002,1729.56,2077.94,963.5800000000002,1374.3700000000001,1585.8700000000001,1627.98,1701.79
4,TR001005,Imamoglu,TR001,Adana,TUR,Turkey,36134.979999999996,37971.68,39324.520000000004,27530.73,20570.71,33642.670000000006,42259.280000000006,37418.33,38459.450000000004,28866.480000000003,38433.54,29197.36,31743.08,41178.33,32662.050000000003,40462.159999999996,39452.909999999996,29792.97,30815.94,35908.810000000005,38947.33
5,TR001006,Karaisali,TR001,Adana,TUR,Turkey,27695.120000000003,33519.16,41352.170000000006,27954.229999999996,40423.369999999995,31729.9,33292.48,35271.14,31380.99,28975.01,31993.8,26164.39,30825.81,32954.58,32714.84,32345.320000000007,32934.2,28495.389999999996,30903.47,31139.600000000002,30313.110000000004
6,TR001007,Karatas,TR001,Adana,TUR,Turkey,58957.1,57452.94,53869.57,53822.810000000005,54350.39000000001,54522.64000000001,51481.67,56297.71000000001,59602.98,54862.13,55891.27,54269.130000000005,52816.030000000006,58884.090000000004,52096.619999999995,63202.130000000005,62123.22,58085.6,75457.37999999999,53478.87,40689.11
7,TR001008,Kozan,TR001,Adana,TUR,Turkey,45955.560000000005,43029.33,40741.030000000006,40811.04,39091.05,28470.83,53277.56,44194.259999999995,54424.69,52438.850000000006,45505.99,40344.56,45898.64,50620.07000000001,46059.6,49175.94,58988.659999999996,50230.89,57459.88999999999,50977.899999999994,47708.47
8,TR001009,Pozanti,TR001,Adana,TUR,Turkey,492.08000000000004,443.20000000000005,517.82,594.31,436.11,579.75,723.51,277.70000000000005,611.06,352.56,584.39,227.53,387.37,703.02,297.27,431.74,330.16,385.95,313.84000000000003,472.3,310.27
9,TR001010,Saimbeyli,TR001,Adana,TUR,Turkey,5965.32,5017.849999999999,4824.150000000001,227.61999999999998,1914.01,5598.49,3447.08,2739.68,5961.9800000000005,2925.24,4166.650000000001,5306.159999999999,357.46,6301.83,141.67,5126.1,583.91,1572.51,3444.6099999999997,4075.21,4244.7300000000005
10,TR001011,Saricam,TR001,Adana,TUR,Turkey,27372.649999999998,34650.5,35349.1,13447.710000000001,12493.109999999999,31209.299999999996,32508.19,56933.13999999999,37754.7,40956.600000000006,43195.41,21384.410000000003,26816.14,25517.48,36197.01,42619.979999999996,37814.04,35138.83,32290.11,40670.52,45212.77
11,TR001012,Seyhan,TR001,Adana,TUR,Turkey,28558.38,27366.460000000003,24787.650000000005,25636.589999999997,23993.990000000005,25249.45,22693.09,25742.36,24640.140000000003,26123.63,25136.11,24769.66,25434.45,24877.46,24395.71,26020.09,26273.7,26395.289999999997,25677.74,24580.35,19793.92
12,TR001013,Tufanbeyli,TR001,Adana,TUR,Turkey,20006.31,20248.07,15722.520000000002,16880.440000000002,19556.96,13150.49,2963.74,28673.15,5454.97,15893.93,2953.78,7982.1,4416.9400000000005,4695.9400000000005,20651.62,4980.22,8393.599999999999,19461.84,21281.97,18955.120000000003,18133.63
13,TR001014,Yumurtalik,TR001,Adana,TUR,Turkey,17271.559999999998,24850.77,20417.289999999997,17834.539999999997,19696.46,15250.48,20105.929999999997,21493.4,37665.159999999996,23770.76,22821.660000000003,26399.65,25878.300000000003,27461.69,25399.36,28111.260000000002,28793.890000000003,26241.620000000003,31492.61,24992.11,25099.64
14,TR001015,Yuregir,TR001,Adana,TUR,Turkey,49801.3,48838.71,65968.14,43197.6,42794.270000000004,43402.78,42194.58,46619.280000000006,59865.11,51124.75,53183.73,44160.57000000001,45824.69,45488.53,48592.95999999999,55877.46,54059.54,51425.630000000005,59219.990000000005,45785.18,41019.39
15,TR002001,Adiyaman,TR002,Adiyaman,TUR,Turkey,95805.09,87722.39000000001,77498.25,110325.80999999998,18997.61,68526.17,84360.62999999998,105277.91,105794.99000000002,87255.65999999999,103846.9,21327.379999999997,79043.60999999999,21335.070000000003,26267.45,45808.78999999999,103659.59,82467.44000000002,93599.99999999999,25602.629999999997,59544.22000000001
16,TR002002,Besni,TR002,Adiyaman,TUR,Turkey,73474.17000000001,73477.51,57242.31,49585.97000000001,51773.03,44084.42999999999,58849.16,77515.04,71512.29,70125.01000000001,68204.59,26395.649999999998,51426.31000000001,24643.449999999997,45790.03,41221.41,64670.8,25717.489999999998,73137.81,27916.139999999996,56257.689999999995
17,TR002003,Celikhan,TR002,Adiyaman,TUR,Turkey,1392.35,903.72,417.85,1255.09,1264.28,1461.19,1299.3600000000001,1391.8000000000002,1398.13,1304.13,1437.24,1257.88,1129.02,1402.7,1328.5300000000002,1045.07,1392.69,1143.07,1325.37,1194.3000000000002,87.59
18,TR002004,Gerger,TR002,Adiyaman,TUR,Turkey,5090.819999999999,5589.25,777.1,916.05,4076.02,815.77,523.83,4845.19,961.0999999999999,6473.810000000001,5397.72,1869.27,676.87,937.88,582.9399999999999,1816.31,1586.96,807.04,2897.7999999999997,572.34,4224.82
19,TR002005,Golbasi,TR002,Adiyaman,TUR,Turkey,18840.23,17853.62,21967.0,7362.44,19511.079999999998,14854.829999999998,16093.369999999999,15927.159999999998,21187.57,14761.850000000002,19451.28,8981.44,20783.440000000002,9543.41,14424.259999999998,16075.59,9811.68,7612.530000000001,19518.32,18110.100000000002,15082.96
20,TR002006,Kahta,TR002,Adiyaman,TUR,Turkey,64847.189999999995,61621.51,56615.94,81243.77,13413.12,60748.15999999999,59590.66000000001,68732.26000000001,20045.39,58266.56,43821.2,21843.550000000003,45526.880000000005,8144.07,8661.55,23731.93,22160.000000000004,10479.42,65805.07,55891.72,59717.94999999999
21,TR002007,Samsat,TR002,Adiyaman,TUR,Turkey,3116.88,12939.630000000001,11383.969999999998,12481.300000000001,13051.849999999999,12430.830000000002,10855.77,4205.9,6655.85,12118.19,12957.1,2577.53,4504.0199999999995,3695.0199999999995,4273.1,5362.12,8321.99,7125.05,5589.369999999999,5516.96,10593.95
22,TR002008,Sincik,TR002,Adiyaman,TUR,Turkey,2040.8400000000001,1518.18,654.7,601.52,665.02,1531.4799999999998,364.45,1546.72,810.3299999999999,932.43,531.1600000000001,750.94,2059.94,418.6700000000001,338.96,584.65,597.69,364.99,894.38,413.01,274.54
23,TR002009,Tut,TR002,Adiyaman,TUR,Turkey,2497.92,986.29,2521.79,1107.28,829.21,1517.73,727.56,1294.63,1234.0800000000002,2461.3900000000003,2977.4300000000003,1360.42,2674.94,865.01,832.8,640.77,1489.9099999999999,853.25,1296.2,766.99,1751.96
24,TR003001,Afyonkarahisar,TR003,Afyonkarahisar,TUR,Turkey,74871.01999999999,68678.72000000002,64722.18,72736.04000000001,62996.14,89943.9,64730.28,68209.03,74670.68,65344.840000000004,79447.12999999999,92276.12000000001,46979.619999999995,50516.03,78454.95000000001,71833.89,55310.83,78183.67,65884.57,67508.23999999999,53154.479999999996
25,TR003002,Basmakci,TR003,Afyonkarahisar,TUR,Turkey,15634.220000000003,16150.200000000003,15675.029999999999,18144.749999999996,11959.02,5588.12,16631.91,14614.810000000001,15986.23,16748.44,16459.7,6930.639999999999,5625.97,10347.82,15065.41,10903.019999999999,7866.590000000001,7285.86,14515.910000000002,13386.470000000001,13740.160000000002
26,TR003003,Bayat,TR003,Afyonkarahisar,TUR,Turkey,10544.0,7716.570000000001,8115.710000000001,9973.24,285.58,10650.27,7700.0700000000015,7683.370000000001,9351.23,5691.72,8908.26,10924.8,1025.71,2009.78,9149.08,8995.68,2193.77,6720.99,8061.92,6568.82,7201.969999999999
27,TR003004,Bolvadin,TR003,Afyonkarahisar,TUR,Turkey,65018.41,42629.02999999999,40238.079999999994,47421.009999999995,46136.770000000004,53150.67999999999,48253.880000000005,45712.37,53520.130000000005,46291.87000000001,54289.009999999995,64004.100000000006,40983.07,47287.490000000005,52836.31999999999,51030.76,47522.490000000005,52492.37,49041.18,46152.009999999995,38330.63
28,TR003005,Cay,TR003,Afyonkarahisar,TUR,Turkey,37427.35,27827.91,35035.99,34398.67,21299.14,31131.11,29421.81,33173.71,33601.47,33098.61,32336.540000000005,33958.33,18806.86,27087.269999999997,31048.559999999998,28532.63,22955.059999999998,22923.27,21402.88,32828.44,25399.97
29,TR003006,Cobanlar,TR003,Afyonkarahisar,TUR,Turkey,15673.23,4886.43,6519.089999999999,13178.49,1305.52,11030.0,8282.789999999999,6589.139999999999,6391.8,10588.960000000001,11671.64,9807.619999999999,5008.24,5862.34,16644.760000000002,7997.620000000001,8403.509999999998,5310.570000000001,13233.419999999998,12974.74,5652.9400000000005
30,TR003007,Dazkiri,TR003,Afyonkarahisar,TUR,Turkey,17216.49,19552.960000000003,15803.31,17689.550000000003,14889.579999999998,19114.08,17803.269999999997,15366.83,17133.539999999997,17814.829999999998,18653.12,18394.5,6868.94,21030.12,20016.22,18318.48,10728.640000000001,10146.78,17778.44,19708.489999999998,15209.300000000001
31,TR003008,Dinar,TR003,Afyonkarahisar,TUR,Turkey,60689.35999999999,55317.59,43118.600000000006,57971.89,40857.63999999999,52090.55,52696.94,53520.96,53364.56,57324.29000000001,62410.86,56114.22,52452.78999999999,39764.22,53837.100000000006,56279.19,30235.99,62582.46000000001,50805.509999999995,51801.44,47309.84
32,TR003009,Emirdag,TR003,Afyonkarahisar,TUR,Turkey,198197.65,147893.72999999998,141926.68,134661.38,126031.37999999999,180759.08000000002,139983.51000000004,136679.55,160565.44,136764.62000000002,148222.2,169550.6,144882.96000000002,93183.7,153125.87,123320.38999999998,154353.15,143976.2,132384.9,132692.44,112128.07
33,TR003010,Evciler,TR003,Afyonkarahisar,TUR,Turkey,25208.399999999998,21858.12,1225.66,28216.179999999997,16629.96,26076.12,20468.14,20368.989999999998,15461.65,26446.79,23430.020000000004,6503.410000000001,10065.099999999999,11295.03,24600.3,13884.05,10742.789999999999,7324.259999999999,20805.8,27526.510000000002,21231.12
34,TR003011,Hocalar,TR003,Afyonkarahisar,TUR,Turkey,11531.95,7883.67,8707.23,8876.689999999999,1493.4900000000002,10999.380000000001,9271.76,8485.66,8812.7,7881.839999999999,9608.76,13157.89,6443.78,4099.75,8470.87,8337.05,1679.98,3779.42,2233.51,8710.359999999999,7904.17
35,TR003012,Ihsaniye,TR003,Afyonkarahisar,TUR,Turkey,56156.68000000001,41205.16999999999,37865.79000000001,46670.42,39776.98,62424.619999999995,43959.69,33695.48,47277.95,43458.36,49418.34,50053.99,16086.79,9623.25,48989.4,44337.52,27956.14,46916.07,41309.35,43242.34,37937.82
36,TR003013,Iscehisar,TR003,Afyonkarahisar,TUR,Turkey,18399.480000000003,8756.069999999998,11398.89,13811.92,304.86,17730.96,11617.769999999999,12090.660000000002,14153.910000000002,10794.11,14015.57,19899.809999999998,2897.33,5589.67,13136.97,13502.580000000002,5866.3099999999995,14035.45,12056.57,12497.66,11296.380000000003
37,TR003014,Kiziloren,TR003,Afyonkarahisar,TUR,Turkey,8643.1,6615.34,0.0,4558.99,45.35,2081.06,7674.18,2955.8,6660.290000000001,7280.58,7989.16,475.86,5691.22,552.31,5056.4400000000005,6572.21,415.0,1723.0800000000002,316.96,5943.43,0.0
38,TR003015,Sandikli,TR003,Afyonkarahisar,TUR,Turkey,66460.93000000001,62056.03999999999,41575.61,60630.19,49763.659999999996,68677.79,63654.520000000004,60075.06,60374.96000000001,63142.6,64510.079999999994,39784.21,54680.89,38125.22,63488.24999999999,61675.97,28109.100000000002,28149.949999999997,41238.05,60610.079999999994,34799.060000000005
39,TR003016,Sinanpasa,TR003,Afyonkarahisar,TUR,Turkey,44117.02,37354.920000000006,34757.67,38444.21000000001,25684.46,51435.21000000001,39319.29000000001,38167.27,41030.89,38876.65000000001,40943.75,36954.56,27605.57,42003.15000000001,40663.4,39037.75,17130.07,41873.94,32153.75,39541.329999999994,31697.93
40,TR003017,Sultandagi,TR003,Afyonkarahisar,TUR,Turkey,52865.5,39561.09,39468.88999999999,39994.380000000005,38613.43,43115.409999999996,41878.55,40546.159999999996,46931.18,34413.89,44030.18,46774.06,24040.8,30183.76,45429.24,39407.5,26944.37,39728.060000000005,38613.97,38831.259999999995,32470.13
41,TR003018,Suhut,TR003,Afyonkarahisar,TUR,Turkey,34411.61,29345.14,18867.179999999997,32426.66,14528.35,27702.24,28438.79,29805.390000000003,22273.84,31716.94,31560.56,22792.15,16413.71,12674.5,33447.43,19965.590000000004,6709.29,26559.4,28863.8,31220.65,15314.77
42,TR004001,Agri,TR004,Agri,TUR,Turkey,85277.32,66344.06,79493.02000000002,84574.41,81637.97,97770.82999999999,54977.17,85302.54000000001,77157.54000000001,74811.92,35588.91,118480.87999999999,114118.37,57031.329999999994,75125.49,85375.61000000002,78603.70000000001,77148.76000000001,78108.21,76720.8,26780.94
43,TR004002,Diyadin,TR004,Agri,TUR,Turkey,26429.72,26587.14,25056.0,29371.36,23824.56,24914.11,24100.29,20504.43,23877.200000000004,22296.910000000003,22148.27,31427.71,34022.1,23876.239999999998,24476.42,25477.79,25322.0,26098.16,26837.18,24106.42,21301.590000000004
44,TR004003,Dogubayazit,TR004,Agri,TUR,Turkey,45092.03,35319.33,32358.5,34751.18,34332.72,32606.870000000003,30433.5,36635.10999999999,31944.6,33270.04,38022.68,44226.36,35341.16,14956.14,37962.9,29539.820000000003,34476.86,38645.100000000006,32153.109999999997,34207.74,27644.35
45,TR004004,Eleskirt,TR004,Agri,TUR,Turkey,42397.68,46171.57,45736.42,50723.689999999995,46267.159999999996,49872.060000000005,40506.64,48650.2,36927.85,43165.880000000005,44237.22,49840.91,57013.5,46114.88,42538.649999999994,46022.89,44528.69,42003.0,46287.640000000014,44523.140000000014,40160.44
46,TR004005,Hamur,TR004,Agri,TUR,Turkey,23023.52,21672.58,21569.309999999998,25020.540000000005,22812.340000000004,27478.91,19507.02,27930.690000000002,22781.99,24271.620000000003,23143.24,29205.83,24963.18,22321.96,21956.96,22588.37,21583.99,21976.690000000002,24371.33,13624.38,18853.829999999998
47,TR004006,Patnos,TR004,Agri,TUR,Turkey,88747.7,79925.54999999999,78554.34,81222.17,97250.31,105235.69,80088.01999999999,87629.78,89054.28,80682.97,92073.06000000001,101476.69,106492.76999999999,82938.35,74215.47,87413.69,79522.2,72104.35,79843.8,73210.35,56899.38
48,TR004007,Taslicay,TR004,Agri,TUR,Turkey,18546.47,16081.390000000001,18364.02,19375.1,18798.11,21038.24,18894.190000000002,20252.25,18734.79,18160.2,19334.32,25936.45,23833.739999999998,15959.240000000002,17708.48,19569.6,19040.030000000002,18308.41,19240.9,16445.899999999998,13722.480000000001
49,TR004008,Tutak,TR004,Agri,TUR,Turkey,61069.35,55019.95,54790.969999999994,55963.310000000005,59305.33,79656.83,58450.23,62799.509999999995,58970.61,64125.33,54229.94,81371.26000000001,77585.04,52613.07,53970.32,56153.95999999999,57594.530000000006,53373.36,56498.62,51144.98,48815.28999999999
50,TR005001,Amasya,TR005,Amasya,TUR,Turkey,55667.49,61798.88999999999,33222.14,63559.6,30708.18,67502.44,27273.480000000003,32241.53,58657.780000000006,59532.71000000001,30797.65,46845.020000000004,64201.840000000004,24268.520000000004,47419.369999999995,48626.94,30603.420000000002,54951.47,41492.149999999994,58182.82,50339.450000000004
51,TR005002,Goynucek,TR005,Amasya,TUR,Turkey,15280.380000000001,8525.720000000001,8530.789999999999,14079.07,5632.549999999999,21036.149999999998,10907.7,11498.95,12478.11,4445.0,11105.369999999999,9534.18,17898.280000000002,8757.419999999998,11176.13,14646.25,9091.04,12879.97,11625.77,12734.070000000002,11950.44
52,TR005003,Gumushacikoy,TR005,Amasya,TUR,Turkey,9967.15,4164.85,2004.13,10435.220000000001,1523.45,9936.48,9673.73,9326.41,12842.150000000001,13665.8,3356.05,12616.86,16063.710000000001,7782.030000000001,4415.990000000001,7151.26,12650.34,7181.71,782.29,9179.45,2383.3100000000004
53,TR005004,Hamamozu,TR005,Amasya,TUR,Turkey,2218.74,1052.81,898.51,1087.42,653.59,3367.62,660.3199999999999,889.9000000000001,3058.79,1593.4099999999999,371.19,1819.31,2183.5299999999997,1064.07,1026.14,1837.7799999999997,2530.7000000000003,1073.26,517.25,2639.19,752.59
54,TR005005,Merzifon,TR005,Amasya,TUR,Turkey,51293.93,16123.460000000001,7407.469999999999,43964.340000000004,14203.94,23927.880000000005,19110.440000000002,38118.52,51910.75000000001,47845.58,25878.3,27816.96,27510.4,21680.81,19229.53,25948.179999999997,29108.789999999997,29385.620000000003,23447.78,53317.1,49619.08
55,TR005006,Suluova,TR005,Amasya,TUR,Turkey,17895.530000000002,17143.690000000002,17036.24,16160.81,12430.16,20981.300000000003,10859.710000000001,18785.570000000003,15901.48,19255.29,16748.68,16889.11,7616.39,6819.110000000001,16751.16,20854.17,17597.25,17805.06,8933.78,26132.72,13243.03
56,TR005007,Tasova,TR005,Amasya,TUR,Turkey,15892.380000000001,18512.210000000003,21762.62,14694.04,8867.54,18784.79,16124.010000000002,19212.85,23986.78,20881.02,23143.77,20026.38,16541.670000000002,12908.140000000001,15243.550000000001,20647.93,15705.39,18439.54,16658.75,23980.969999999998,15306.35
57,TR006001,Akyurt,TR006,Ankara,TUR,Turkey,11911.99,666.83,1579.97,16940.64,2367.7400000000002,13993.3,16522.519999999997,1754.5,15961.820000000002,2865.56,14722.499999999998,6998.13,8904.77,3667.3500000000004,10174.350000000002,7231.200000000001,2434.77,1869.47,6982.55,16410.76,15243.42
58,TR006002,Altindag,TR006,Ankara,TUR,Turkey,6004.120000000001,291.65,745.3,5424.59,134.93,6794.469999999999,5138.360000000001,132.77,862.79,114.81,2269.23,2271.38,893.48,792.73,5449.409999999999,2893.98,848.1100000000001,427.59,414.28000000000003,5191.14,0.0
59,TR006003,Ayas,TR006,Ankara,TUR,Turkey,64356.780000000006,46205.799999999996,56910.26000000001,42895.07,47824.35,84013.22,51799.44,45263.48,55446.850000000006,43084.89,49830.57000000001,42864.93,31260.99,17228.559999999998,54998.65,72310.35,21673.29,37067.649999999994,40702.21,53047.35,49926.19
60,TR006004,Bala,TR006,Ankara,TUR,Turkey,211783.46999999997,174961.46000000002,79970.82999999999,156222.72,158590.00000000003,196304.08000000002,163145.82,145833.66999999995,175114.13999999996,167531.96000000005,164174.68,103949.01999999999,147487.14000000004,123435.89,174373.5,206367.37,105886.01999999999,149181.46,155012.54,156932.49,96887.15000000001
61,TR006005,Beypazari,TR006,Ankara,TUR,Turkey,78730.01999999999,60352.399999999994,70012.4,54316.88,29779.82,93223.03000000001,57567.100000000006,60112.4,68976.84,30916.06,55847.40999999999,65883.73,32418.079999999998,19010.5,73242.02999999998,92032.6,22551.79,76761.31000000001,65727.67,62968.280000000006,56673.41999999999
62,TR006006,Camlidere,TR006,Ankara,TUR,Turkey,3635.79,2347.1800000000003,1627.26,898.12,658.34,391.07,156.68,1779.8899999999999,3006.7000000000003,3136.9100000000003,1110.91,2038.56,704.5600000000001,1232.3400000000001,584.4100000000001,3651.67,311.6,947.86,437.21000000000004,2036.0900000000001,1613.58
63,TR006007,Cankaya,TR006,Ankara,TUR,Turkey,15084.15,11364.5,12320.93,10814.26,1507.8999999999999,15817.92,11534.019999999999,1357.73,13224.12,14292.66,8633.5,5964.05,7048.120000000001,2068.08,12195.210000000001,17598.660000000003,2622.1899999999996,2967.29,7893.900000000001,13173.690000000002,0.0
64,TR006008,Cubuk,TR006,Ankara,TUR,Turkey,38446.19,31351.21,25358.119999999995,33618.08,16819.489999999998,32723.01,32231.879999999997,6116.82,37778.26,15208.44,27042.399999999998,15686.8,8208.34,5859.21,31868.88,22102.899999999998,7692.35,30543.85,26876.11,31534.170000000002,24589.65
65,TR006009,Elmadag,TR006,Ankara,TUR,Turkey,28649.980000000003,19115.890000000003,5382.719999999999,20005.940000000002,16481.15,24182.59,22029.329999999994,9280.84,25168.97,20559.84,21727.65,8741.01,20254.28,10154.189999999999,24669.93,24976.449999999997,5280.549999999999,3797.17,23265.140000000003,23705.39,18480.140000000003
66,TR006010,Etimesgut,TR006,Ankara,TUR,Turkey,14556.990000000002,12517.279999999999,9625.0,14030.369999999999,1492.98,12759.439999999999,12247.06,11411.279999999997,14110.279999999997,8978.439999999999,12550.76,8751.82,8389.29,4825.71,13701.91,9105.62,3612.6400000000003,2710.3100000000004,1708.19,13607.300000000001,11145.949999999999
67,TR006011,Evren,TR006,Ankara,TUR,Turkey,19521.57,13665.550000000003,2789.63,12465.780000000002,9483.23,13965.310000000001,12193.700000000003,11340.77,11852.419999999998,10755.4,12473.939999999999,4468.18,5272.19,10505.99,12925.08,6250.68,5481.65,5220.39,5209.12,11113.630000000001,1988.79
68,TR006012,Golbasi,TR006,Ankara,TUR,Turkey,134431.06,108930.41,114377.91,115414.09000000001,41735.09,143063.13999999998,113886.26999999999,99637.48000000001,128428.96999999999,134424.12,97367.43000000001,145174.66,119048.20000000001,119766.63,134023.83,80562.33,104975.43000000002,96626.01,118994.61,108274.75,107347.88
69,TR006013,Gudul,TR006,Ankara,TUR,Turkey,15732.960000000003,5501.75,9911.050000000001,10239.9,2329.5,6994.25,9058.32,6688.58,12967.500000000002,5650.75,12308.310000000001,8420.650000000001,2459.13,2977.96,9728.29,10822.14,2936.37,5980.91,2321.63,11149.29,8925.070000000002
70,TR006014,Haymana,TR006,Ankara,TUR,Turkey,185698.03,161714.38,152109.67,164348.67,140788.02,195391.46,163410.19000000003,153007.65000000002,166585.45,175871.76999999996,141663.18000000002,146917.36,160457.28999999998,100773.88,179060.03,201376.41999999998,186556.52000000002,168964.01999999996,171205.57,158380.03,151671.98
71,TR006015,Kahramankazan,TR006,Ankara,TUR,Turkey,14250.62,12789.13,18169.4,24058.279999999995,5737.219999999999,19910.56,27793.159999999996,18200.960000000003,29116.93,27376.86,16938.59,18711.33,9998.560000000001,8083.050000000001,23878.82,20419.01,15528.289999999999,13907.85,9645.179999999998,26769.07,11644.490000000002
72,TR006016,Kalecik,TR006,Ankara,TUR,Turkey,40499.84,32814.29,23585.94,47066.46,32313.190000000002,59800.729999999996,41577.189999999995,30752.99,45118.490000000005,14387.850000000002,38509.48,9055.73,37539.65,18667.88,48309.6,45711.65,20807.22,11969.73,27615.100000000002,43794.30000000001,21209.74
73,TR006017,Kecioren,TR006,Ankara,TUR,Turkey,1066.39,254.53,925.3,253.95000000000002,160.9,1097.4199999999998,1565.9500000000003,1037.94,2483.89,562.23,382.43,1252.96,622.6700000000001,1099.04,317.59000000000003,1485.21,713.29,536.89,952.12,1639.74,0.0
74,TR006018,Kizilcahamam,TR006,Ankara,TUR,Turkey,14825.09,1800.4099999999999,7334.460000000001,10509.48,6042.02,3645.11,9310.09,2266.95,11997.95,13774.61,4381.95,7565.89,4424.32,3048.58,10924.02,9782.25,3942.3999999999996,8850.4,7224.099999999999,10489.34,8004.91
75,TR006019,Mamak,TR006,Ankara,TUR,Turkey,10784.609999999999,8650.58,3467.5,8752.13,637.77,11572.16,8156.6,6676.970000000001,8366.37,7701.78,8508.69,4856.6,9768.93,5716.63,11071.789999999997,3548.09,4186.31,687.14,6220.570000000001,9067.960000000001,4705.58
76,TR006020,Nallihan,TR006,Ankara,TUR,Turkey,37225.97,36600.45,34390.799999999996,36313.43000000001,38108.46,41211.450000000004,35415.25,42786.59,33404.399999999994,42316.78999999999,31989.830000000005,41219.880000000005,31670.63,35961.93,36052.560000000005,35413.96000000001,17910.04,40233.98,36385.77,30564.489999999998,30261.03
77,TR006021,Polatli,TR006,Ankara,TUR,Turkey,309636.51,265410.41,269876.01,266288.06999999995,280479.45999999996,335135.25,263367.63,266414.48,266578.35,279321.14,251428.83000000002,342808.73,278811.23000000004,130952.48,285954.0300000001,340787.43,317434.98000000004,308979.13,279601.87000000005,272198.24,249737.29
78,TR006022,Pursaklar,TR006,Ankara,TUR,Turkey,8137.92,3766.5100000000007,1465.98,7034.79,176.88,9079.74,8259.33,558.0500000000001,3088.02,281.38,230.72,4212.01,888.27,790.4200000000001,7848.3,8174.7300000000005,698.9499999999999,1691.0900000000001,499.94,6849.0199999999995,0.0
79,TR006023,Sincan,TR006,Ankara,TUR,Turkey,71303.76999999999,62677.41,46679.58000000001,57206.16,13927.76,85844.13,71687.63000000002,65502.82,73684.89000000001,72423.03,66023.69999999998,34328.899999999994,68449.29,30795.23,76388.67,43898.08,29365.04,73465.5,73221.52,67045.33,64726.07
80,TR006024,Sereflikochisar,TR006,Ankara,TUR,Turkey,156535.62,142703.99000000002,25453.600000000002,125811.36,107517.77,145817.71,119617.67,123555.75000000001,122883.98,138463.08,122786.47000000002,41868.270000000004,124367.78000000001,88492.65,130045.72,107801.48,77992.85,79331.28,125005.55,120250.93000000001,115057.97
81,TR006025,Yenimahalle,TR006,Ankara,TUR,Turkey,5386.960000000001,903.4300000000001,1713.57,5441.560000000001,481.52,1218.99,5819.36,937.77,6527.749999999999,4310.18,3840.5499999999997,3900.99,1298.3000000000002,2702.5,3246.5199999999995,5784.75,1875.6100000000001,2243.98,3347.0899999999992,4534.150000000001,1.12
82,TR007001,Akseki,TR007,Antalya,TUR,Turkey,1982.6,1893.0300000000002,273.14,1849.65,1839.84,1922.89,133.33,212.97,1875.05,2133.1699999999996,1908.1100000000001,1749.6799999999998,876.5500000000002,1745.6299999999999,1900.6999999999998,2254.97,933.1400000000001,1541.17,1606.47,1716.75,1581.0
83,TR007002,Aksu,TR007,Antalya,TUR,Turkey,8398.710000000001,8871.4,8246.52,15565.990000000002,8349.58,15467.389999999998,7397.26,8077.27,10724.289999999999,9285.789999999999,7450.419999999999,7558.83,7748.19,10094.89,8151.870000000001,11435.42,8267.66,9551.92,9385.609999999999,9533.460000000001,7106.32
84,TR007003,Alanya,TR007,Antalya,TUR,Turkey,894.85,679.0699999999999,632.34,816.62,576.03,901.28,941.2699999999998,815.8900000000001,882.89,620.88,801.08,822.28,669.96,478.44,798.95,897.62,662.1600000000001,887.89,788.4100000000001,716.29,633.69
85,TR007004,Demre,TR007,Antalya,TUR,Turkey,171.10000000000002,220.08000000000004,105.41,265.09000000000003,86.74999999999999,114.99000000000001,92.19,135.3,208.89,138.76000000000002,167.91,76.78,186.64000000000001,220.08999999999997,159.81000000000003,154.35999999999996,104.35,201.12,189.05,116.99000000000001,216.96
