ID,adm2_src,adm2_name,adm1_src,adm1_name,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
543,TR040002,Akpinar,TR040,Kirsehir,TUR,Turkey,389.6035297393799,354.81170082092285,473.44515151977544,381.2600967407227,421.05994949340817,382.8820751190186,552.4762817382813,601.4974731445313,417.3919288635254,497.82734336853025,353.73034934997565,512.6868217468261,451.9662872314453,494.7944053649902,419.15671539306646,573.1747901916503,481.9076156616211,340.3596908569336,426.2163444519043,417.2254920959473,393.08417549133304
544,TR040003,Boztepe,TR040,Kirsehir,TUR,Turkey,372.41745313008624,343.29649480183923,446.04004605611163,347.57380835215247,390.2568372090658,342.7498092651368,514.0096003214519,557.7375389734904,393.56196498870855,478.59014193216956,332.8311932881673,465.1288318634033,453.1982771555583,472.0618419647217,390.81344223022455,545.5144284566244,464.57939465840656,350.4682312011719,396.9200916290283,403.2878516515095,371.1587705612182
545,TR040004,Cicekdagi,TR040,Kirsehir,TUR,Turkey,375.84798036772634,339.60109684385105,456.4180955557988,359.560494258486,395.18725322854925,366.16337374983163,522.2397066313645,569.7212303424702,380.9102567475418,478.4023158632475,336.0168241303543,502.5168514909415,457.4490245950633,469.1882971401873,392.3922292775121,551.9667495201373,469.92371342099955,340.57140534499604,401.479894177667,396.5974073738887,390.604176488416
546,TR040005,Kaman,TR040,Kirsehir,TUR,Turkey,396.68498683620146,355.59573817897484,478.50031548577385,376.7328078811233,404.31231565733225,383.28881382297817,533.6511778960356,602.248302150417,425.49122660868875,470.5832474167282,365.1756756756756,489.5416911357158,438.75410461425787,490.4833823539116,416.5646325188714,557.0850755846178,477.530400456609,343.55780359216635,420.7294806403082,410.00927569415114,374.9250298577386
547,TR040006,Kirsehir,TR040,Kirsehir,TUR,Turkey,357.49433855329244,333.74973609561016,431.8400951567151,346.24605480375743,383.64507940383186,338.79804571242556,481.8396243140811,537.3751069568452,385.15227661132815,440.54831891741065,325.42765880766376,449.2129876999628,421.6834182012649,443.26841634114584,376.85114629836306,512.9162699381511,437.729871186756,326.79385230654765,384.86102992466516,376.0036254882813,350.2220764160157
548,TR040007,Mucur,TR040,Kirsehir,TUR,Turkey,356.34155598624807,329.7037803774975,407.4284332775679,330.780204147589,384.3976520475794,325.1610252505443,474.04393180471953,517.8953942470863,381.5687458476082,454.13545277079606,321.3096886306513,426.28867077436604,446.6696212018123,433.780221907819,370.4755834360592,511.5490267394019,442.78113793545083,356.5928744957095,368.7489749095479,393.06712416351826,358.178952076396
549,TR041001,Basiskele,TR041,Kocaeli,TUR,Turkey,710.4849853515625,660.0070487976075,834.1968643188476,652.7203826904297,717.0323791503905,681.7357986450195,810.3892990112305,1090.8222854614257,576.2291542053223,732.5351768493651,576.260009765625,849.0842987060548,772.8036697387695,798.643536376953,796.8547576904297,886.7262878417969,744.4465759277343,631.2044342041015,768.5391571044922,629.8182769775392,567.4938232421875
550,TR041002,Cayirova,TR041,Kocaeli,TUR,Turkey,705.1859140396118,710.55246925354,848.0137748718262,637.4640369415283,660.2776527404785,635.3162393569946,829.6566543579102,1046.1056480407715,572.3163757324219,724.8108205795288,570.4386024475098,838.0287055969238,749.5116920471191,811.9754676818848,834.6381950378418,891.9485454559326,720.1753273010254,601.9168815612793,750.6278495788574,631.9542636871338,524.9934597015381
551,TR041003,Darica,TR041,Kocaeli,TUR,Turkey,710.5917501449585,696.7182731628418,843.2623672485352,638.7110004425049,662.5788421630859,638.1726121902466,821.5846786499023,1042.6748809814453,573.9877290725708,723.7301616668701,581.1071949005127,857.3316955566406,764.394383430481,822.7143516540527,822.5498428344727,893.4459419250488,715.9572772979736,620.7804870605469,763.5342864990234,639.049690246582,536.2032337188721
552,TR041004,Derince,TR041,Kocaeli,TUR,Turkey,698.0480651855468,721.4431388161398,870.2332902388139,689.0836528431287,711.5849047574129,705.4348352605646,838.1466480601919,1080.296723799272,576.7194817282938,730.2757700139827,592.2554418390448,928.5049008456142,797.7133081609553,850.5035691694779,862.917158647017,967.2710654518821,790.3478587757456,622.7590664950284,798.2626148570669,661.4842584783381,565.755437677557
553,TR041005,Dilovasi,TR041,Kocaeli,TUR,Turkey,717.5579579671223,713.6321220397949,863.4983596801758,668.0104993184408,686.7872365315754,663.3707097371421,817.2805480957031,1047.2374483744302,574.5257873535156,721.7460250854493,573.4196395874023,859.5466181437173,773.6887029012045,821.4881273905436,834.9117024739584,905.4443588256835,727.7366002400718,613.0186608632405,765.4206670125326,630.8906224568685,542.7113087972004
554,TR041006,Gebze,TR041,Kocaeli,TUR,Turkey,712.7316504584419,731.0145670572917,866.429951985677,667.5436452229817,689.1464029947917,667.7764723036025,834.3887125651042,1062.301776462131,573.4869706895616,728.3755171034071,577.4679887559679,855.6154073079426,765.7276255289714,819.5635460747613,849.4699605305989,919.1326938205295,735.8928493923611,600.2542105780707,757.9084998236763,633.3060692681206,528.7969173855251
555,TR041007,Golcuk,TR041,Kocaeli,TUR,Turkey,709.4458654494513,650.0043945312499,837.923352922712,633.8908269973028,692.2626488095237,670.4366498674665,808.8835071382068,1043.4354785737537,568.0257524762835,736.3272450764974,567.7814287458149,841.6265840076264,761.4403439476376,800.8087841215588,769.5584411621094,858.1726510184151,710.8004499162946,616.5150495256695,763.908982049851,618.0384201776413,543.9171316964286
556,TR041008,Izmit,TR041,Kocaeli,TUR,Turkey,679.4367762974331,711.6355468749999,844.0732962472098,671.7753330775669,702.4652657645089,684.4919991629465,810.9360055106027,1045.3771414620537,557.714071219308,702.7810110909599,575.9670549665179,893.314369419643,766.1453595842635,821.7864414760046,822.4258021763394,964.5363037109378,800.5723022460937,633.3948573521205,797.7499093191963,647.7941127232143,567.1978376116072
557,TR041009,Kandira,TR041,Kocaeli,TUR,Turkey,627.8900214301216,708.4311828613281,796.6215752495659,649.5064945927373,661.5754631890192,661.2078880027487,782.0388115776909,959.1287807888456,514.4088835539642,675.5617517541956,557.4283379448784,885.2056048357928,758.5163913302953,839.2799953884548,815.1270299840855,957.5974121093749,772.426902488426,603.9565181025753,784.6682942708333,652.4750795717594,562.3272908528646
