ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual,LTA,2003_annual_anomaly,2004_annual_anomaly,2005_annual_anomaly,2006_annual_anomaly,2007_annual_anomaly,2008_annual_anomaly,2009_annual_anomaly,2010_annual_anomaly,2011_annual_anomaly,2012_annual_anomaly,2013_annual_anomaly,2014_annual_anomaly,2015_annual_anomaly,2016_annual_anomaly,2017_annual_anomaly,2018_annual_anomaly,2019_annual_anomaly,2020_annual_anomaly,2021_annual_anomaly,2022_annual_anomaly,2023_annual_anomaly
0,TUR,Turkey,31444292.879999995,28263201.56,31566251.01,35358861.120000005,31569472.35,35213949.35,29037019.29,29000525.680000007,27060580.470000003,30385215.95,26791415.520000003,34463518.78,29302085.43,29099618.61,28977259.95,28500676.33,27498001.54,27909866.460000005,28382826.35,27606937.19,28357730.97,29871578.791,5.264917867259954,-5.384306073184822,5.673192672061203,18.369575868059794,5.683976635046682,17.884459995832565,-2.793824547537629,-2.9159928810406006,-9.41027704182453,1.7194844724938065,-10.311350774429169,15.37227081677887,-1.906472252385883,-2.5842630762877032,-2.9938787208309554,-4.589320405833527,-7.945938403882209,-6.56715316162345,-4.9838425060028815,-7.58125848266953,-5.067853398683129
