ID,adm0_src,adm0_name,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312
0,TUR,Turkey,3786925.33,3161787.21,9241652.0,5164659.92,653265.79,1384177.63,1130107.93,430501.87,1594212.77,3267447.9,1578229.42,51325.11,3869595.72,5120369.15,8011022.52,3066016.81,417533.15,1178180.45,1750057.03,453968.09,796871.43,2868300.07,705129.86,26157.28,2390334.82,4848721.7,10785809.01,4749715.5200000005,587722.16,1357425.77,985544.22,467447.38,1072209.11,2681433.94,1537180.97,102706.41,2182951.64,5535508.33,12851028.62,1432128.04,398168.79,1572183.05,809298.0,434107.34,2720648.16,6689137.79,702251.13,31450.23,2020040.89,6937128.67,10110238.03,3070314.09,629792.04,1213041.19,1143832.72,511703.06,1028262.68,3358987.23,1496488.91,49642.84,1749604.82,6372902.07,11950577.47,2106483.7800000003,405029.56,1135664.84,973203.01,574079.3,3381903.04,6219082.84,340008.61,5410.01,4512649.7700000005,6567579.4,8922753.55,1614646.44,412580.16,1108390.63,1348616.03,670565.11,1456336.08,1215420.56,1133104.23,74377.33,3724421.57,7900719.26,5193947.53,725892.49,596143.16,1741045.96,1262886.2,539767.64,1661886.37,4585699.51,1059275.71,8840.28,2178337.06,5272399.79,10156319.57,2570357.54,523938.74,1241708.39,1501393.13,463835.71,1292930.17,1469531.1,338615.96,51213.31,3430152.92,3398229.47,8466855.47,6743654.63,713379.3,1092505.56,897666.41,365432.61,611019.12,4081211.47,579885.99,5223.0,3619053.05,8251924.54,6735747.79,1191169.79,476647.01,1405285.58,1306278.26,472938.94,824197.29,2187533.92,313780.41000000003,6858.9400000000005,4363380.0200000005,6157751.69,9417000.51,1951150.78,520950.95,1676870.09,1044254.53,560166.39,3857009.82,4264861.68,645126.09,4996.2300000000005,3637279.27,7534448.66,6402476.18,1300090.15,730152.9500000001,1432236.68,1968193.4,801818.23,1969975.1,2982662.34,523783.74,18968.73,2476715.0300000003,8217001.96,9714782.04,1926694.59,615164.53,1436753.42,1049499.38,847022.89,1276204.21,1147356.86,362878.15,29545.55,1496379.8,4697173.2,10768493.8,6505707.78,811001.47,1225780.67,1180674.57,492979.92,523713.13,916222.97,337116.88,22015.76,4428990.2700000005,9006686.31,4953799.84,1155014.07,835510.03,1616152.25,1176056.09,475623.55,517425.86,3396146.51,932058.44,7213.110000000001,4367865.59,7185928.11,5731292.33,1964862.45,1044293.75,1794186.45,2325509.84,747825.76,875911.18,1099277.45,346645.75,14402.88,3076545.89,4964857.0,10384436.13,2550488.46,887486.23,1410904.37,1572556.4,793753.9,691241.33,1058260.17,492865.12,26471.46,4068158.8,4941599.8,8244098.350000001,2868364.41,719385.67,1648628.77,1493942.76,689433.73,1206433.73,1576767.62,859729.47,66283.24,1849293.25,4118136.16,6933942.37,6920123.37,1334030.18,1260352.61,1599766.51,704009.3,620498.53,1363468.71,857397.23,45918.97,2430736.09,4587880.25,11250954.51,2244866.2,767547.0700000001,1229127.12,2017964.15,1073963.55,1913379.72,841312.31,,
