ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
0,TUR,Turkey,30167740.94,28148938.810000002,27702400.939999998,29267465.080000002,28483637.800000004,31549412.700000003,27555636.37,28342860.79,28232937.570000008,28087417.859999992,28712334.0,30975478.27,29069002.56,28616078.900000006,28029917.74,30258784.03,29034543.960000005,28726748.619999997,27924796.68,27068811.759999998,22823739.33
