ID,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
0,TUR,Turkey,550.4569231599796,501.01107753998747,518.1134500752092,484.31234734757106,492.45260514401457,374.5250168476157,639.9297556816489,617.0446354771692,505.147903914604,582.5799177352337,436.97359811083305,514.686780485807,493.03782987817596,490.7898837049117,440.8389591338278,633.7612139032854,545.2302040516189,418.6864914700801,460.3383122226194,435.679163222679,390.7932527626366
